Company,Sector,Country,Region,Indicator,KPI,Unit,2023,2022,2021,2020
Anglo American,Basic Materials,South Africa,Africa,Waste,Waste to landfill - Non-hazardous,Tonnes,55418,55023,35984,38412
Anglo American,Basic Materials,South Africa,Africa,Waste,Incineration without energy recovery,Tonnes,3736,8707,7036,0
Anglo American,Basic Materials,South Africa,Africa,Waste,Incineration without energy recovery - Hazardous waste,Tonnes,2571,8032,1212,0
Anglo American,Basic Materials,South Africa,Africa,Waste,Incineration without energy recovery - Non-hazardous,Tonnes,1165,676,5824,
Anglo American,Basic Materials,South Africa,Africa,Waste,Incineration with energy recovery,Tonnes,4556,4148,0,0
Anglo American,Basic Materials,South Africa,Africa,Waste,Incineration with energy recovery - Hazardous waste,Tonnes,2005,1181,0,0
Anglo American,Basic Materials,South Africa,Africa,Waste,Incineration with energy recovery - Non-hazardous waste,Tonnes,2551,2967,0,0
Anglo American,Basic Materials,South Africa,Africa,Waste,Waste recycled,Tonnes,161866,99699,69734,0
Anglo American,Basic Materials,South Africa,Africa,Waste,Waste recycled - Hazardous,Tonnes,44132,28304,23060,0
Anglo American,Basic Materials,South Africa,Africa,Waste,Waste recycled - Non-hazardous,Tonnes,117734,71395,46674,0
Anglo American,Basic Materials,South Africa,Africa,Waste,Waste disposed,Tonnes,251557,193194,132520,57275
Anglo American,Basic Materials,South Africa,Africa,Land and biodiversity,Land rehabilitated,ha,12219,13032,11530,13090
Anglo American Platinum,Basic Materials,South Africa,Africa,Environment,Environmental incidents,Number,0,1,1,1
Anglo American Platinum,Basic Materials,South Africa,Africa,Energy,Energy consumption,GJ,20610000,18850000,20820000,18050000
Anglo American Platinum,Basic Materials,South Africa,Africa,Energy,Scope 1 emissions,tCO2e,587290,536310,592490,488490
Anglo American Platinum,Basic Materials,South Africa,Africa,Energy,Scope 2 emissions,tCO2e,3702850,3552150,3929910,3454410
Anglo American Platinum,Basic Materials,South Africa,Africa,Energy,Total Scope 1 and 2 emissions,tCO2e,4290140,4088450,4522400,3942900
Anglo American Platinum,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions,tCO2e,,2320000,5000000,3250000
Anglo American Platinum,Basic Materials,South Africa,Africa,Energy,Electricity consumption,tCO2e,13520000,12410000,13740000,12210000
Anglo American Platinum,Basic Materials,South Africa,Africa,Energy,Energy intensity,GJ/tonne milled,0.886,0.773,0.841,0.817
Anglo American Platinum,Basic Materials,South Africa,Africa,Energy,GHG emissions intensity,tCO2e/tonne milled,0.184,0.168,0.183,0.178
Anglo American Platinum,Basic Materials,South Africa,Africa,Water,Water withdrawn,kL,37523000.0,42193000.0,43005000.0,44809000.0
Anglo American Platinum,Basic Materials,South Africa,Africa,Water,Water withdrawn - Freshwater,kL,9878000.0,9345000.0,9733000.0,9815000.0
Anglo American Platinum,Basic Materials,South Africa,Africa,Water,Water intensity,Litres/tonne milled,1610,1730,1740,2030
Anglo American Platinum,Basic Materials,South Africa,Africa,Waste,Waste to landfill - Hazardous,Tonnes,103.76,67.42,22.42,1188.83
Anglo American Platinum,Basic Materials,South Africa,Africa,Waste,Waste incinerated - Hazardous,Tonnes,1391.65,1471.7,966.89,456.19
Anglo American Platinum,Basic Materials,South Africa,Africa,Waste,Waste reused - Hazardous,Tonnes,3593.79,7851.47,3680.01,3615.79
Anglo American Platinum,Basic Materials,South Africa,Africa,Waste,Waste recycled - Hazardous,Tonnes,8063.60,5403.99,4438.12,5229.07
Anglo American Platinum,Basic Materials,South Africa,Africa,Waste,Waste to landfill - Non-hazardous,Tonnes,303.30,0,0,609.56
Anglo American Platinum,Basic Materials,South Africa,Africa,Waste,Waste incinerated - Non-hazardous,Tonnes,611.83,2114.82,764.55,323.44
Anglo American Platinum,Basic Materials,South Africa,Africa,Waste,Waste reused - Non-hazardous,Tonnes,4302.62,2959.62,3843.67,1676.76
Anglo American Platinum,Basic Materials,South Africa,Africa,Waste,Waste recycled - Non-hazardous,Tonnes,14438.48,11881.44,13641.3,10372.76
AngloGold Ashanti,Basic Materials,South Africa,Africa,Emissions,Total Scope 1 and 2 emissions,tCO2e,1469000,1475000,1380000,1340000
AngloGold Ashanti,Basic Materials,South Africa,Africa,Emissions,GHG emissions,tCO2e/t,34.83,33.43,31,31
AngloGold Ashanti,Basic Materials,South Africa,Africa,Energy,Energy consumption,pJ,22.63,22.74,22.04,21.00
AngloGold Ashanti,Basic Materials,South Africa,Africa,Energy,Energy intensity,GJ/tonne,0.53,0.52,0.50,0.49
AngloGold Ashanti,Basic Materials,South Africa,Africa,Environment,Environmental incidents,Number,1,3,,
AngloGold Ashanti,Basic Materials,South Africa,Africa,Environment,Environmental incident rate,rate/million Tonnes mined,1.18,1.24,1.53,1.54
AngloGold Ashanti,Basic Materials,South Africa,Africa,Water,Water withdrawn,kL,29932000.0,34721000.0,33118000.0,32009000.0
AngloGold Ashanti,Basic Materials,South Africa,Africa,Water,Water withdrawn intensity,kl/tonne,0.70,0.79,0.75,0.75
AngloGold Ashanti,Basic Materials,South Africa,Africa,Water,Water withdrawn - Surface water,kL,14072000.0,17811000.0,16540000.0,21252000.0
AngloGold Ashanti,Basic Materials,South Africa,Africa,Water,Water withdrawn - Groundwater,kL,15835000.0,16882000.0,16537000.0,18250000.0
AngloGold Ashanti,Basic Materials,South Africa,Africa,Water,Water withdrawn - Third parties,kL,25000.0,27000.0,40000.0,7903000.0
AngloGold Ashanti,Basic Materials,South Africa,Africa,Water,Water withdrawn - Harvested rainfall,kL,16453000.0,16072000.0,14753000.0,23341000.0
AngloGold Ashanti,Basic Materials,South Africa,Africa,Water,Water reused,kL,106540000.0,104054000.0,97803000.0,190762000.0
AngloGold Ashanti,Basic Materials,South Africa,Africa,Water,Water operational,kL,5871000.0,10614000.0,,
AngloGold Ashanti,Basic Materials,South Africa,Africa,Land and biodiversity,Land rehabilitated,ha,4104,3861,3643,5243
AngloGold Ashanti,Basic Materials,South Africa,Africa,Land and biodiversity,Land disturbed,ha,16159,16027,15696,25881
AngloGold Ashanti,Basic Materials,South Africa,Africa,Waste,Waste generated - Non-hazardous,Tonnes,6726,8475,9043,7373
AngloGold Ashanti,Basic Materials,South Africa,Africa,Waste,Waste generated - General waste,Tonnes,26072,28123,25226,40337
AngloGold Ashanti,Basic Materials,South Africa,Africa,Waste,Waste incinerated - Non-Hazardous,Tonnes,591,783,316,
AngloGold Ashanti,Basic Materials,South Africa,Africa,Waste,Waste generated - Hazardous,Tonnes,12953,26472,20992,22629
AngloGold Ashanti,Basic Materials,South Africa,Africa,Waste,Waste incinerated - Hazardous,Tonnes,1281,1805,451,0
AngloGold Ashanti,Basic Materials,South Africa,Africa,Emissions,NOx,Tonnes,3734,4594,4968,5118
AngloGold Ashanti,Basic Materials,South Africa,Africa,Emissions,SOx,Tonnes,2,353,174,134
AngloGold Ashanti,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Purchased goods and services,tCO2e,495222,524,479681,
AngloGold Ashanti,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Capital goods,tCO2e,13876,11981,384,
AngloGold Ashanti,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Fuel and energy related activities,tCO2e,240425,242647,260532,
AngloGold Ashanti,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Upstream transportation and distribution,tCO2e,36541,36748,29493,
AngloGold Ashanti,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Waste generated in operations,tCO2e,5019,4220,4567,
AngloGold Ashanti,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Business travel,tCO2e,6848,5037,1453,
AngloGold Ashanti,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Employee commuting,tCO2e,25486,24681,23141,
AngloGold Ashanti,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Downstream transportation and distribution,tCO2e,24389,4934,8033,
AngloGold Ashanti,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Processing of sold products,tCO2e,4669,786,689,
AngloGold Ashanti,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions,tCO2e,852475,855403,807973,
ArcelorMittal,Basic Materials,South Africa,Africa,Energy,Iron ore consumption,Tonnes,4245420,3574000,4213000,3125000
ArcelorMittal,Basic Materials,South Africa,Africa,Waste,Dolomite,Tonnes,267371,200802,282290,
ArcelorMittal,Basic Materials,South Africa,Africa,Waste,Limestone,Tonnes,689010,628488,800571,
ArcelorMittal,Basic Materials,South Africa,Africa,Waste,Scrap,Tonnes,90747,150407,273914,161000
ArcelorMittal,Basic Materials,South Africa,Africa,Energy,Electricity purchased,TWh,1.61,1.69,1.82,1.73
ArcelorMittal,Basic Materials,South Africa,Africa,Emissions,Scope 1 emissions,tCO2e/t,2.77,2.67,2.09,2.14
ArcelorMittal,Basic Materials,South Africa,Africa,Emissions,Scope 2 emissions,tCO2e/t,0.61,0.72,0.63,0.77
ArcelorMittal,Basic Materials,South Africa,Africa,Emissions,Total Scope 1 and 2 emissions,tCO2e/t,3.38,3.39,2.72,2.91
ArcelorMittal,Basic Materials,South Africa,Africa,Emissions,Total Scope 1 and 2 emissions,Tonnes,9.52,8.35,8.41,
ArcelorMittal,Basic Materials,South Africa,Africa,Emissions,SO2,Tonnes,8197,3925,10151,
ArcelorMittal,Basic Materials,South Africa,Africa,Emissions,Particulate matter (PM),Tonnes,1831,1571,1318,
ArcelorMittal,Basic Materials,South Africa,Africa,Natural capital,By-products generated,Tonnes,1.88,2.18,3.06,1.16
ArcelorMittal,Basic Materials,South Africa,Africa,Energy,Energy consumption,GJ,86000.0,83000.0,90000.0,
ArcelorMittal,Basic Materials,South Africa,Africa,Energy,Electricity generated,GJ,462193.2,392457.60000000003,777124.8,
ArcelorMittal,Basic Materials,South Africa,Africa,Water,Freshwater intake,kL,10862243,11418318,12020708,
ArcelorMittal,Basic Materials,South Africa,Africa,Water,Freshwater intake per tonne of liquid steel,kl/t liquid steel,3.79,4.56,3.73,5.23
ArcelorMittal,Basic Materials,South Africa,Africa,Waste,Waste disposed,Tonnes,510355,,,
ArcelorMittal,Basic Materials,South Africa,Africa,Waste,Waste disposed,%,27,,,
ArcelorMittal,Basic Materials,South Africa,Africa,Waste,Waste reused,Tonnes,310963,,,
ArcelorMittal,Basic Materials,South Africa,Africa,Waste,Waste sold,Tonnes,1096391,,,
Ascendis Health,Healthcare,South Africa,Africa,Water,Water consumption,kL,400,500,,
Ascendis Health,Healthcare,South Africa,Africa,Waste,Waste recycled,kL,0.50,,,
Ascendis Health,Healthcare,South Africa,Africa,Waste,Waste generated,kL,2.1,,,
Astral,Consumer Defensive,South Africa,Africa,Energy,Energy consumption,GJ,3378604,3475842,3343570,3270277
Astral,Consumer Defensive,South Africa,Africa,Emissions,Scope 1 emissions,tCO2e,199541,195467,184272,180049
Astral,Consumer Defensive,South Africa,Africa,Emissions,Scope 2 emissions,tCO2e,285899,336515,340448,339539
Astral,Consumer Defensive,South Africa,Africa,Energy,Electricity consumption,GJ,961902,1132200,1145435,1142370
Astral,Consumer Defensive,South Africa,Africa,Water,Water consumption,kL,5941246,6480689,6102502,5759399
Astral,Consumer Defensive,South Africa,Africa,Water,Water recycled,kL,1540699,895991,946690,1084997
Astral,Consumer Defensive,South Africa,Africa,Water,Potable water,kL,705049,267779,615667,377518
Astral,Consumer Defensive,South Africa,Africa,Waste,Waste to landfill,Tonnes,9071.0,6727.0,6394.0,7375.0
Astral,Consumer Defensive,South Africa,Africa,Waste,Waste disposed - Hazardous,Tonnes,49.0,50.0,24.0,14.0
Astral,Consumer Defensive,South Africa,Africa,Environment,Number of environmental non-compliance prosecution and fines,Number,6,,,
Attacq Limited,Real Estate,South Africa,Africa,Emissions,Total carbon emissions,tCO2e,160508,179050.7,173680.3,196784.4
Attacq Limited,Real Estate,South Africa,Africa,Energy,Solar PV installations,MWp,1.8,7,,4.7
Attacq Limited,Real Estate,South Africa,Africa,Energy,Energy generated by PV systems,kWp,10312,8504,9916,8609
Attacq Limited,Real Estate,South Africa,Africa,Energy,Energy consumption,GJ,495781.2,561495.6,572734.8,627759.7200000001
Attacq Limited,Real Estate,South Africa,Africa,Energy,Energy intensity,GJ/m2,0.5965199999999999,0.64872,0.647172,
Attacq Limited,Real Estate,South Africa,Africa,Water,Water consumption,kL,683700.0,704460.0,657466.0,652100.0
Attacq Limited,Real Estate,South Africa,Africa,Water,Water intensity,kl/m2,0.82,0.864,0.792,0.86
Attacq Limited,Real Estate,South Africa,Africa,Emissions,Scope 1 emissions,tCO2e,6258,1668.3,886.6,2404.9
Attacq Limited,Real Estate,South Africa,Africa,Emissions,Scope 2 emissions,tCO2e,15529,13087.6,14897.9,14035.6
Attacq Limited,Real Estate,South Africa,Africa,Emissions,Total Scope 1 and 2 emissions,tCO2e,21787,14755.9,15784.5,16440.5
Attacq Limited,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions,tCO2e,137512,162805.0,155852.3,179066.0
Attacq Limited,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions - Downstream leased assets,tCO2e,,141272.3,137262.5,158363.3
Attacq Limited,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions - Fuel and energy related activities,tCO2e,,18183.6,15048.6,16722.7
Attacq Limited,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions - Purchased goods and services,tCO2e,,651.6,603.1,717.2
Attacq Limited,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions - Waste generated in operations,tCO2e,,2541.2,2693.3,2975.8
Attacq Limited,Real Estate,South Africa,Africa,Emissions,Out-of-scope emissions,tCO2e,1209,1489.8,2043.5,1277.9
Attacq Limited,Real Estate,South Africa,Africa,Emissions,Carbon intensity,tCO2e/m2,0.19,0.21,0.19,0.205
Attacq Limited,Real Estate,South Africa,Africa,Waste,Waste generated,Tonnes,3259,3671,3143,3422
Attacq Limited,Real Estate,South Africa,Africa,Waste,Waste recycled,Tonnes,1314,1237,980,1200
Attacq Limited,Real Estate,South Africa,Africa,Waste,Compost production,Tonnes,505,238,,
Attacq Limited,Real Estate,South Africa,Africa,Waste,Waste to landfill,Tonnes,1945,2630,2163,2222
Aveng,Industrials,South Africa,Africa,Energy,Diesel consumption,kL,10134,8292,8500,5307
Aveng,Industrials,South Africa,Africa,Energy,Electricity consumption,GJ,52349.13,51707.7792,79236.0396,93939.7716
Aveng,Industrials,South Africa,Africa,Waste,General waste,Tonnes,898521.0,176882.0,56545.0,
Aveng,Industrials,South Africa,Africa,Waste,Hazardous waste,Tonnes,89858.0,31036.0,5156.0,
Aveng,Industrials,South Africa,Africa,Waste,Waste generated,Tonnes,988379.0,207918.0,61701.0,
Aveng,Industrials,South Africa,Africa,Waste,Waste diverted from landfill,Tonnes,2.5,,,
Aveng,Industrials,South Africa,Africa,Emissions,Scope 1 emissions,tCO2e,27323,22368,22875,14303
Aveng,Industrials,South Africa,Africa,Emissions,Scope 2 emissions,tCO2e,12763,14306,20606,25740
Aveng,Industrials,South Africa,Africa,Emissions,Total carbon emissions,tCO2e,40086,36674,43482,40043
Aveng,Industrials,South Africa,Africa,Water,Water consumption,kL,82094510,73541907,71441901,109424717
Aveng,Industrials,South Africa,Africa,Environment,Environmental incidents,Number,0,0,1,0
AVI,Consumer Defensive,South Africa,Africa,Water,Water consumption - Municipal,kL,663883.54,663565.10,589855.79,500806.37
AVI,Consumer Defensive,South Africa,Africa,Water,Water consumption - Borehole,kL,196640.00,209967.00,128601.73,125811.00
AVI,Consumer Defensive,South Africa,Africa,Water,Water consumption - Desalinated,kL,24541.00,20943.50,24885.00,25783.35
AVI,Consumer Defensive,South Africa,Africa,Energy,Electricity consumption,GJ,301872.5604,343410.2748,365903.082,368617.0788
AVI,Consumer Defensive,South Africa,Africa,Energy,Diesel consumption,kL,21735034,21657784,20093935,12363446
AVI,Consumer Defensive,South Africa,Africa,Emissions,Total carbon emissions,tCO2e,200877,213866,217512,216416
AVI,Consumer Defensive,South Africa,Africa,Emissions,Carbon intensity,tCO2e/FTE,22.82,25,25,25
B2Gold,Basic Materials,South Africa,Africa,Water,Water withdrawn,kL,17269000,18821000,,
B2Gold,Basic Materials,South Africa,Africa,Water,Water consumption,kL,10665000,11254000,,
B2Gold,Basic Materials,South Africa,Africa,Water,Water recycled,kL,12662000,12404000,,
B2Gold,Basic Materials,South Africa,Africa,Water,Water used,kL,23327000,21818000,,
B2Gold,Basic Materials,South Africa,Africa,Water,Water intensity,kl/ounce,10.7,11.6,,
B2Gold,Basic Materials,South Africa,Africa,Water,Water intensity,kl/tonne,0.50,0.54,,
B2Gold,Basic Materials,South Africa,Africa,Water,Treated water discharge,kL,6567000,,,
B2Gold,Basic Materials,South Africa,Africa,Water,Untreated water discharge,kL,3744000,,,
B2Gold,Basic Materials,South Africa,Africa,Water,Water discharged,kL,6604000,10311000,,
B2Gold,Basic Materials,South Africa,Africa,Emissions,Scope 1 emissions,tCO2e,673000,729000,722000,637000
B2Gold,Basic Materials,South Africa,Africa,Emissions,Scope 2 emissions,tCO2e,28000,10000,110,70
B2Gold,Basic Materials,South Africa,Africa,Emissions,Total carbon emissions,tCO2e,701000,739000,722110,637070
B2Gold,Basic Materials,South Africa,Africa,Emissions,Carbon intensity,tCO2e/ounce,0.71,0.76,0.73,0.64
B2Gold,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Purchased goods and services,tCO2e,275000,296000,,
B2Gold,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Capital goods,tCO2e,524000,440000,,
B2Gold,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Fuel- and energy-related activities,tCO2e,174000,184000,,
B2Gold,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Upstream transportation and distribution,tCO2e,37000,37000,,
B2Gold,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Waste generated in operations,tCO2e,2000,1000,,
B2Gold,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Business travel,tCO2e,7000,6000,,
B2Gold,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Employee commuting,tCO2e,1000,1000,,
B2Gold,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions - Upstream leased vehicles and facilities,tCO2e,5000,3000,,
B2Gold,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions,tCO2e,1025000,969000,,
